정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
DJB8007562,"새나루마을9,10단지",36.49296,127.32349,2025-10-31,76250,25,대전광역시,대전BIS
DJB8007563,푸르지오아파트,36.34668,127.40969,2025-10-31,23720,25,대전광역시,대전BIS
DJB8007564,유성온천역1번출구,36.352802,127.34395,2025-10-31,46850,25,대전광역시,대전BIS
DJB8007565,구암동기점지,36.356377,127.32934,2025-10-31,46800,25,대전광역시,대전BIS
DJB8007566,유성구보건소,36.35408,127.32886,2025-10-31,46820,25,대전광역시,대전BIS
DJB8007567,유성구보건소,36.35416,127.32885,2025-10-31,46810,25,대전광역시,대전BIS
DJB8007570,우미린아파트,36.45538,127.36413,2025-10-31,46870,25,대전광역시,대전BIS
DJB8007571,둔곡2교,36.45643,127.3606,2025-10-31,46880,25,대전광역시,대전BIS
DJB8007572,둔곡2교,36.45624,127.36128,2025-10-31,47010,25,대전광역시,대전BIS
DJB8007573,천동천3교,36.44883,127.35722,2025-10-31,46890,25,대전광역시,대전BIS
DJB8007574,천동천3교,36.44941,127.358025,2025-10-31,46920,25,대전광역시,대전BIS
DJB8007575,국제과학21로,36.44581,127.35226,2025-10-31,46900,25,대전광역시,대전BIS
DJB8007576,국제과학22로,36.44308,127.350296,2025-10-31,46910,25,대전광역시,대전BIS
DJB8007577,씨에이치씨랩,36.46003,127.360695,2025-10-31,46930,25,대전광역시,대전BIS
DJB8007578,씨에이치씨랩,36.4604,127.36053,2025-10-31,47000,25,대전광역시,대전BIS
DJB8007579,국제과학9로,36.46444,127.35991,2025-10-31,46940,25,대전광역시,대전BIS
DJB8007580,국제과학9로,36.46473,127.35989,2025-10-31,46990,25,대전광역시,대전BIS
DJB8007581,바이오오케스트라,36.47376,127.3688,2025-10-31,46950,25,대전광역시,대전BIS
DJB8007582,바이오오케스트라,36.47371,127.36858,2025-10-31,46980,25,대전광역시,대전BIS
DJB8007583,국제과학5로,36.47424,127.37296,2025-10-31,46960,25,대전광역시,대전BIS
DJB8007584,국제과학3로,36.47425,127.370964,2025-10-31,46970,25,대전광역시,대전BIS
DJB8007585,서한이다음1단지,36.45539,127.36401,2025-10-31,47020,25,대전광역시,대전BIS
DJB8007586,홍도아파트,36.3443,127.42787,2025-10-31,14880,25,대전광역시,대전BIS
DJB8007587,서한이다음2단지,36.452316,127.36349,2025-10-31,46860,25,대전광역시,대전BIS
DJB8007588,서한이다음2단지,36.452374,127.363335,2025-10-31,47030,25,대전광역시,대전BIS
DJB8007589,호반써밋그랜드파크,36.41508,127.39353,2025-10-31,47050,25,대전광역시,대전BIS
DJB8007590,호반써밋그랜드파크,36.415234,127.3934,2025-10-31,47040,25,대전광역시,대전BIS
DJB8007591,수천이들근린공원,36.3939,127.35274,2025-10-31,47060,25,대전광역시,대전BIS
DJB8007592,대룡초등학교,36.329937,127.45479,2025-10-31,14890,25,대전광역시,대전BIS
DJB8007593,용산고등학교,36.420444,127.39719,2025-10-31,47070,25,대전광역시,대전BIS
DJB8007594,용산고등학교,36.4202,127.39733,2025-10-31,47080,25,대전광역시,대전BIS
DJB8007599,둔산2동주민센터,36.353645,127.38086,2025-10-31,35850,25,대전광역시,대전BIS
DJB8007600,새나루마을10단지,36.493748,127.325554,2025-10-31,76310,25,대전광역시,대전BIS
DJB8007601,새나루마을10단지,36.49375,127.325264,2025-10-31,76320,25,대전광역시,대전BIS
DJB8007602,문글램핑,36.208225,127.44033,2025-10-31,14940,25,대전광역시,대전BIS
DJB8007603,문글램핑,36.20848,127.440315,2025-10-31,14950,25,대전광역시,대전BIS
DJB8007604,트리풀시티레이크포레,36.326332,127.34829,2025-10-31,35860,25,대전광역시,대전BIS
DJB8007605,휴먼시아10단지,36.338127,127.341095,2025-10-31,47130,25,대전광역시,대전BIS
DJB8007606,천년나무11단지,36.33883,127.346405,2025-10-31,47150,25,대전광역시,대전BIS
DJB8007607,트리풀시티엘리프,36.340416,127.35047,2025-10-31,47170,25,대전광역시,대전BIS
DJB8007608,도솔대교,36.343227,127.353226,2025-10-31,35870,25,대전광역시,대전BIS
DJB8007609,월평자동차전시장,36.347397,127.35179,2025-10-31,35890,25,대전광역시,대전BIS
DJB8007610,월평자동차전시장,36.346607,127.35176,2025-10-31,35900,25,대전광역시,대전BIS
DJB8007611,도솔대교,36.342834,127.353096,2025-10-31,35880,25,대전광역시,대전BIS
DJB8007612,트리풀시티힐스테이트,36.34072,127.350845,2025-10-31,47180,25,대전광역시,대전BIS
DJB8007613,천년나무11단지,36.338825,127.3457,2025-10-31,47160,25,대전광역시,대전BIS
DJB8007614,휴먼시아10단지,36.338364,127.33897,2025-10-31,47140,25,대전광역시,대전BIS
DJB8007615,공구백화점,36.368187,127.400246,2025-10-31,53620,25,대전광역시,대전BIS
DJB8007616,호반써밋그랜드파크4단지,36.412636,127.39167,2025-10-31,47190,25,대전광역시,대전BIS
DJB8007617,호반써밋그랜드파크2단지,36.41287,127.39165,2025-10-31,47200,25,대전광역시,대전BIS
DJB8007618,다울터마을,36.28294,127.226776,2025-10-31,,25,대전광역시,대전BIS
DJB8007619,다울터마을,36.28281,127.22679,2025-10-31,,25,대전광역시,대전BIS
DJB8007620,냉천로 152번길,36.39028,127.490135,2025-10-31,14970,25,대전광역시,대전BIS
DJB8007621,냉천로 152번길,36.39013,127.490135,2025-10-31,14960,25,대전광역시,대전BIS
DJB8007622,대전하늘채스카이앤,36.33746,127.41738,2025-10-31,23730,25,대전광역시,대전BIS
DJB8007623,구완동,36.279274,127.424286,2025-10-31,13640,25,대전광역시,대전BIS
DJB8007624,천동천1교,36.442398,127.35228,2025-10-31,47410,25,대전광역시,대전BIS
DJB8007625,둔곡교차로,36.468273,127.36436,2025-10-31,47420,25,대전광역시,대전BIS
DJB8007626,둔곡교차로,36.466637,127.36213,2025-10-31,47440,25,대전광역시,대전BIS
DJB8007627,둔곡교차로,36.46802,127.36271,2025-10-31,47430,25,대전광역시,대전BIS
DJB8007628,"해밀동,산울동",36.529675,127.26467,2025-10-31,75520,25,대전광역시,대전BIS
DJB8007629,세종충남대학교병원,36.51865,127.25702,2025-10-31,75540,25,대전광역시,대전BIS
DJB8007630,아름제2중(가락마을20단지),36.51658,127.24137,2025-10-31,75560,25,대전광역시,대전BIS
DJB8007631,종촌초등학교,36.50344,127.240875,2025-10-31,75580,25,대전광역시,대전BIS
DJB8007632,다정동커뮤니티센터,36.494343,127.2488,2025-10-31,75600,25,대전광역시,대전BIS
DJB8007633,새롬동커뮤니티센터,36.485134,127.25094,2025-10-31,75620,25,대전광역시,대전BIS
DJB8007634,한솔동(첫마을),36.481136,127.26155,2025-10-31,75650,25,대전광역시,대전BIS
DJB8007635,한솔동(첫마을),36.48129,127.26187,2025-10-31,75660,25,대전광역시,대전BIS
DJB8007636,새롬동커뮤니티센터,36.48585,127.250854,2025-10-31,75640,25,대전광역시,대전BIS
DJB8007637,다정동커뮤니티센터,36.495506,127.24904,2025-10-31,75610,25,대전광역시,대전BIS
DJB8007638,종촌초등학교,36.503807,127.24139,2025-10-31,75590,25,대전광역시,대전BIS
DJB8007639,아름제2중(가락마을20단지),36.516697,127.24187,2025-10-31,75570,25,대전광역시,대전BIS
DJB8001842,선바위삼거리,36.421192,127.41982,2025-10-31,52190,25,대전광역시,대전BIS
DJB8001843,중구체육복지센터,36.275246,127.400246,2025-10-31,22840,25,대전광역시,대전BIS
DJB8001844,중구체육복지센터,36.27535,127.400375,2025-10-31,22850,25,대전광역시,대전BIS
DJB8001845,산서초등학교,36.26677,127.40827,2025-10-31,22910,25,대전광역시,대전BIS
DJB8001846,산성네거리,36.30329,127.386314,2025-10-31,22290,25,대전광역시,대전BIS
DJB8001847,산성네거리,36.303757,127.386055,2025-10-31,22280,25,대전광역시,대전BIS
DJB8001848,산성시장,36.305172,127.388626,2025-10-31,22340,25,대전광역시,대전BIS
DJB8001849,산성동새마을회관,36.306236,127.39183,2025-10-31,22400,25,대전광역시,대전BIS
DJB8001850,산성동새마을회관,36.306515,127.392075,2025-10-31,22410,25,대전광역시,대전BIS
DJB8001851,산성동행정복지센터,36.30615,127.38652,2025-10-31,22300,25,대전광역시,대전BIS
DJB8001852,산성시장,36.306076,127.38686,2025-10-31,22310,25,대전광역시,대전BIS
DJB8001853,산성시장,36.305336,127.38817,2025-10-31,22330,25,대전광역시,대전BIS
DJB8001854,산성우성아파트,36.311142,127.3937,2025-10-31,22430,25,대전광역시,대전BIS
DJB8001855,산성우성아파트,36.311466,127.39393,2025-10-31,21730,25,대전광역시,대전BIS
DJB8001856,산성초등학교,36.300503,127.3855,2025-10-31,22570,25,대전광역시,대전BIS
DJB8001857,산성초등학교,36.300632,127.385826,2025-10-31,22580,25,대전광역시,대전BIS
DJB8001858,산정마을,36.234413,127.46263,2025-10-31,13980,25,대전광역시,대전BIS
DJB8001859,산정마을,36.234993,127.463135,2025-10-31,13990,25,대전광역시,대전BIS
DJB8001860,용태울,36.235455,127.342415,2025-10-31,34070,25,대전광역시,대전BIS
DJB8001861,토옥골,36.239723,127.34406,2025-10-31,34090,25,대전광역시,대전BIS
DJB8001862,산흥초등학교,36.227905,127.44764,2025-10-31,13940,25,대전광역시,대전BIS
DJB8001863,산흥초등학교,36.228016,127.44788,2025-10-31,13950,25,대전광역시,대전BIS
DJB8001864,소룡골입구,36.244488,127.47372,2025-10-31,13870,25,대전광역시,대전BIS
DJB8001865,삼괴동/송촌마을,36.254787,127.47794,2025-10-31,13900,25,대전광역시,대전BIS
DJB8001866,삼박골,36.29499,127.27489,2025-10-31,40750,25,대전광역시,대전BIS
DJB8001867,삼박골,36.29509,127.27477,2025-10-31,40730,25,대전광역시,대전BIS
DJB8001868,삼부아파트,36.322933,127.39383,2025-10-31,21490,25,대전광역시,대전BIS
DJB8001869,삼부아파트,36.32371,127.393845,2025-10-31,21480,25,대전광역시,대전BIS
DJB8001870,삼성2동,36.339813,127.416626,2025-10-31,12170,25,대전광역시,대전BIS
DJB8001871,삼성초등학교,36.336555,127.43039,2025-10-31,12330,25,대전광역시,대전BIS
DJB8001872,삼성네거리,36.33712,127.43016,2025-10-31,12320,25,대전광역시,대전BIS
DJB8001873,삼성네거리,36.33878,127.428825,2025-10-31,11920,25,대전광역시,대전BIS
DJB8001874,대전테크노파크,36.327652,127.42272,2025-10-31,20270,25,대전광역시,대전BIS
DJB8001875,선화동우체국,36.328003,127.42371,2025-10-31,20290,25,대전광역시,대전BIS
DJB8001876,삼성초등학교,36.336464,127.43009,2025-10-31,12310,25,대전광역시,대전BIS
DJB8001877,삼성화재연수원,36.354305,127.30093,2025-10-31,41730,25,대전광역시,대전BIS
DJB8001878,삼성화재연수원,36.35427,127.30049,2025-10-31,41710,25,대전광역시,대전BIS
DJB8001879,삼정동,36.325794,127.47292,2025-10-31,10860,25,대전광역시,대전BIS
DJB8001880,삼정동,36.325916,127.47342,2025-10-31,10870,25,대전광역시,대전BIS
DJB8001881,삼정동,36.43775,127.463135,2025-10-31,52660,25,대전광역시,대전BIS
DJB8001882,삼정동,36.43782,127.463066,2025-10-31,52670,25,대전광역시,대전BIS
DJB8001883,삼정동.근장골길,36.447323,127.46533,2025-10-31,52680,25,대전광역시,대전BIS
DJB8001884,삼정동.근장골길,36.44739,127.46538,2025-10-31,52690,25,대전광역시,대전BIS
DJB8001885,갈전동.아래갈밭,36.431103,127.46795,2025-10-31,52630,25,대전광역시,대전BIS
DJB8001886,갈전동.아래갈밭,36.43113,127.46784,2025-10-31,52620,25,대전광역시,대전BIS
DJB8001887,삼정동.소골마을,36.442608,127.46668,2025-10-31,52710,25,대전광역시,대전BIS
DJB8001888,삼정동.소골마을,36.44264,127.46657,2025-10-31,52700,25,대전광역시,대전BIS
DJB8001889,삼정하이츠타운,36.37344,127.42635,2025-10-31,51080,25,대전광역시,대전BIS
DJB8001890,삼천중학교,36.35907,127.39509,2025-10-31,32630,25,대전광역시,대전BIS
DJB8001891,삼호아파트,36.354397,127.44783,2025-10-31,51560,25,대전광역시,대전BIS
DJB8001892,삿갓집,36.267147,127.28883,2025-10-31,41030,25,대전광역시,대전BIS
DJB8001893,삿갓집,36.267532,127.29001,2025-10-31,41040,25,대전광역시,대전BIS
DJB8001894,상당,36.294476,127.38923,2025-10-31,22630,25,대전광역시,대전BIS
DJB8001895,상당,36.294456,127.38949,2025-10-31,22640,25,대전광역시,대전BIS
DJB8001896,상보안,36.276413,127.34595,2025-10-31,34470,25,대전광역시,대전BIS
DJB8001897,상보안,36.276512,127.3458,2025-10-31,34460,25,대전광역시,대전BIS
DJB8001899,상소동(노인병원),36.229843,127.45482,2025-10-31,13960,25,대전광역시,대전BIS
DJB8001900,상소동(노인병원),36.230034,127.45492,2025-10-31,13970,25,대전광역시,대전BIS
DJB8001901,상소동산림욕장,36.238365,127.46839,2025-10-31,13850,25,대전광역시,대전BIS
DJB8001902,상수도사업본부,36.34579,127.36829,2025-10-31,31780,25,대전광역시,대전BIS
DJB8001903,상수도사업본부,36.34651,127.36858,2025-10-31,31810,25,대전광역시,대전BIS
DJB8001904,새뜸마을,36.40234,127.437485,2025-10-31,52390,25,대전광역시,대전BIS
DJB8001905,새뜸마을,36.40214,127.4376,2025-10-31,52400,25,대전광역시,대전BIS
DJB8001906,새여울아파트,36.45254,127.434555,2025-10-31,52910,25,대전광역시,대전BIS
DJB8001907,새울,36.330772,127.46579,2025-10-31,11130,25,대전광역시,대전BIS
DJB8001908,새울,36.330875,127.46608,2025-10-31,11150,25,대전광역시,대전BIS
DJB8003038,흑석리역,36.255207,127.33997,2025-10-31,33680,25,대전광역시,대전BIS
DJB8003041,국가정보자원관리원,36.39692,127.37347,2025-10-31,43500,25,대전광역시,대전BIS
DJB8003043,KT인재개발원,36.33853,127.376175,2025-10-31,31350,25,대전광역시,대전BIS
DJB8003044,KT인재개발원,36.33873,127.37544,2025-10-31,31340,25,대전광역시,대전BIS
DJB8003045,LG생활건강기술연구원,36.38482,127.36226,2025-10-31,43410,25,대전광역시,대전BIS
DJB8003046,GS칼텍스저유소,36.295704,127.35677,2025-10-31,33220,25,대전광역시,대전BIS
DJB8003047,MBC/TJB방송국,36.374596,127.394844,2025-10-31,43320,25,대전광역시,대전BIS
DJB8003048,MBC/TJB방송국,36.374832,127.395134,2025-10-31,43330,25,대전광역시,대전BIS
DJB8003051,우송대동캠퍼스,36.33291,127.453545,2025-10-31,14280,25,대전광역시,대전BIS
DJB8003052,정방마을입구,36.24826,127.31995,2025-10-31,34940,25,대전광역시,대전BIS
DJB8003053,가수원네거리,36.30549,127.35399,2025-10-31,34930,25,대전광역시,대전BIS
DJB8003054,대전역/역전시장,36.33012,127.433365,2025-10-31,14270,25,대전광역시,대전BIS
DJB8003056,구즉초등학교,36.43996,127.381805,2025-10-31,82530,25,대전광역시,대전BIS
DJB8003057,휴먼시아 1단지,36.437954,127.382324,2025-10-31,82550,25,대전광역시,대전BIS
DJB8003058,원묵산,36.13495,127.35739,2025-10-31,74680,25,대전광역시,대전BIS
DJB8003059,원묵산,36.1348,127.35742,2025-10-31,3059,25,대전광역시,대전BIS
DJB8003060,대둔산눈썰매장,36.132042,127.35356,2025-10-31,74690,25,대전광역시,대전BIS
DJB8003061,대둔산눈썰매장,36.13191,127.353516,2025-10-31,3061,25,대전광역시,대전BIS
DJB8003062,대둔산휴게소,36.12581,127.34061,2025-10-31,74700,25,대전광역시,대전BIS
DJB8003063,진산,36.14204,127.3673,2025-10-31,74650,25,대전광역시,대전BIS
DJB8003064,구완2교,36.27762,127.4215,2025-10-31,23270,25,대전광역시,대전BIS
DJB8003065,구완2교,36.277527,127.42145,2025-10-31,23570,25,대전광역시,대전BIS
DJB8003068,수통골입구,36.34874,127.29758,2025-10-31,45770,25,대전광역시,대전BIS
DJB8003069,수통골입구,36.34852,127.29774,2025-10-31,45760,25,대전광역시,대전BIS
DJB8003070,리빙포레아파트,36.343468,127.30337,2025-10-31,45790,25,대전광역시,대전BIS
DJB8003071,미학아파트,36.343277,127.30327,2025-10-31,45780,25,대전광역시,대전BIS
DJB8003072,학하동종점,36.337196,127.30318,2025-10-31,45810,25,대전광역시,대전BIS
DJB8003073,학의뜰아파트,36.33584,127.30183,2025-10-31,45800,25,대전광역시,대전BIS
DJB8003075,목양초등학교,36.33632,127.406296,2025-10-31,23280,25,대전광역시,대전BIS
DJB8003076,목양초등학교,36.336227,127.406075,2025-10-31,23290,25,대전광역시,대전BIS
DJB8003077,목양마을아파트후문,36.33695,127.40358,2025-10-31,23240,25,대전광역시,대전BIS
DJB8003082,대덕구장애인복지관,36.388077,127.42259,2025-10-31,53170,25,대전광역시,대전BIS
DJB8003083,남대문공원,36.444256,127.57497,2025-10-31,61220,25,대전광역시,대전BIS
DJB8003084,남대문공원,36.444424,127.574905,2025-10-31,61230,25,대전광역시,대전BIS
DJB8003085,이사동하사,36.286423,127.448326,2025-10-31,14300,25,대전광역시,대전BIS
DJB8003086,이사동하사,36.286327,127.44834,2025-10-31,14310,25,대전광역시,대전BIS
DJB8003087,대덕특구체육공원,36.403206,127.39759,2025-10-31,45840,25,대전광역시,대전BIS
DJB8003088,대덕특구체육공원,36.402363,127.397606,2025-10-31,45850,25,대전광역시,대전BIS
DJB8003089,한국방송통신대학교,36.414448,127.40096,2025-10-31,45860,25,대전광역시,대전BIS
DJB8003090,한국방송통신대학교,36.41428,127.400764,2025-10-31,45870,25,대전광역시,대전BIS
DJB8003099,트리풀시티9단지,36.341614,127.33818,2025-10-31,45880,25,대전광역시,대전BIS
DJB8003100,트리풀시티9단지,36.341488,127.33867,2025-10-31,45890,25,대전광역시,대전BIS
DJB8003101,목원대네거리,36.332047,127.33942,2025-10-31,33250,25,대전광역시,대전BIS
DJB8003102,목원대네거리,36.332363,127.339554,2025-10-31,41820,25,대전광역시,대전BIS
DJB8003105,서남부터미널종점,36.31194,127.38778,2025-10-31,21670,25,대전광역시,대전BIS
DJB8003108,대한통운종점,36.38233,127.42531,2025-10-31,,25,대전광역시,대전BIS
DJB8003109,낭월공영차고지기점,36.26705,127.47933,2025-10-31,,25,대전광역시,대전BIS
DJB8003110,원촌동솔로몬로파크,36.377296,127.40477,2025-10-31,45900,25,대전광역시,대전BIS
DJB8003111,광석낚시터,36.270893,127.22435,2025-10-31,73880,25,대전광역시,대전BIS
DJB8003112,소라실,36.27523,127.22469,2025-10-31,73890,25,대전광역시,대전BIS
DJB8003113,향적산입구,36.281715,127.21924,2025-10-31,73910,25,대전광역시,대전BIS
DJB8003114,장자동,36.273323,127.21266,2025-10-31,73920,25,대전광역시,대전BIS
DJB8003115,도곡2교,36.269634,127.21401,2025-10-31,73115,25,대전광역시,대전BIS
DJB8003122,상소룡골,36.242847,127.45402,2025-10-31,14320,25,대전광역시,대전BIS
DJB8003123,대한항공기술연구원,36.40275,127.38879,2025-10-31,45920,25,대전광역시,대전BIS
DJB8003124,대한항공기술연구원,36.40287,127.38908,2025-10-31,45910,25,대전광역시,대전BIS
DJB8003125,신양2리,36.215683,127.284355,2025-10-31,72290,25,대전광역시,대전BIS
DJB8003126,신양2리,36.215565,127.28425,2025-10-31,72300,25,대전광역시,대전BIS
DJB8003127,우송중고등학교,36.334812,127.44208,2025-10-31,14820,25,대전광역시,대전BIS
DJB8003128,우송대학교서캠퍼스,36.338306,127.44476,2025-10-31,14840,25,대전광역시,대전BIS
DJB8003129,자양동,36.34075,127.44717,2025-10-31,14860,25,대전광역시,대전BIS
DJB8003130,대주파크빌,36.341404,127.44756,2025-10-31,14870,25,대전광역시,대전BIS
DJB8003131,우송대학교서캠퍼스,36.339024,127.44515,2025-10-31,14850,25,대전광역시,대전BIS
DJB8003132,대성여자중고등학교,36.336617,127.44302,2025-10-31,14830,25,대전광역시,대전BIS
DJB8003133,신동,36.475838,127.36818,2025-10-31,46730,25,대전광역시,대전BIS
DJB8003134,신동,36.4757,127.36955,2025-10-31,46740,25,대전광역시,대전BIS
DJB8003135,신동천교,36.473938,127.37609,2025-10-31,46750,25,대전광역시,대전BIS
DJB8007640,세종충남대학교병원,36.518723,127.256165,2025-10-31,75550,25,대전광역시,대전BIS
DJB8007641,"해밀동,산울동",36.52854,127.26397,2025-10-31,75530,25,대전광역시,대전BIS
DJB8007642,누리동기점지,36.529152,127.294815,2025-10-31,75500,25,대전광역시,대전BIS
DJB8007643,누리동기점지,36.529015,127.29524,2025-10-31,75510,25,대전광역시,대전BIS
DJB8007644,원앙마을아파트,36.310184,127.33512,2025-10-31,35910,25,대전광역시,대전BIS
DJB8007645,대정동원당마을,36.315834,127.33489,2025-10-31,47250,25,대전광역시,대전BIS
DJB8007646,도안2-3지구,36.32322,127.333046,2025-10-31,47230,25,대전광역시,대전BIS
DJB8007647,도안2-5지구,36.326054,127.33306,2025-10-31,47210,25,대전광역시,대전BIS
DJB8007648,갑천근린공원,36.355595,127.35141,2025-10-31,47320,25,대전광역시,대전BIS
DJB8007649,봉명동 문화원로,36.358696,127.348976,2025-10-31,47290,25,대전광역시,대전BIS
DJB8007650,봉명동 문화원로,36.358715,127.347916,2025-10-31,47310,25,대전광역시,대전BIS
DJB8007651,갑천근린공원,36.355198,127.35079,2025-10-31,47330,25,대전광역시,대전BIS
DJB8007654,도안2-5지구,36.32505,127.33259,2025-10-31,47220,25,대전광역시,대전BIS
DJB8007655,도안2-3지구,36.321857,127.33258,2025-10-31,47240,25,대전광역시,대전BIS
DJB8007656,대정동원당마을,36.314648,127.33483,2025-10-31,47260,25,대전광역시,대전BIS
DJB8007657,대전공공어린이재활병원,36.30983,127.33468,2025-10-31,35920,25,대전광역시,대전BIS
DJB8007658,이마트,36.35673,127.37938,2025-10-31,31000,25,대전광역시,대전BIS
DJB8007659,구래뜰,36.39528,127.47097,2025-10-31,14980,25,대전광역시,대전BIS
DJB8007660,구래뜰,36.39513,127.470825,2025-10-31,14990,25,대전광역시,대전BIS
DJB8007664,향적산교,36.287685,127.21528,2025-10-31,77475,25,대전광역시,대전BIS
DJB8007665,향한1리,36.283035,127.22014,2025-10-31,77450,25,대전광역시,대전BIS
DJB8007671,도솔네거리,36.334225,127.367455,2025-10-31,35930,25,대전광역시,대전BIS
DJB8007672,산정마을입구,36.235313,127.462616,2025-10-31,15000,25,대전광역시,대전BIS
DJB8007673,산정마을입구,36.23528,127.462585,2025-10-31,15010,25,대전광역시,대전BIS
DJB8007674,유성선병원,36.37534,127.32569,2025-10-31,47360,25,대전광역시,대전BIS
DJB8007675,유성선병원,36.374855,127.32612,2025-10-31,47370,25,대전광역시,대전BIS
DJB8007676,반석역,36.39243,127.31432,2025-10-31,47270,25,대전광역시,대전BIS
DJB8007677,반석역,36.391552,127.31515,2025-10-31,47280,25,대전광역시,대전BIS
DJB8007678,구완동,36.279274,127.424286,2025-10-31,22780,25,대전광역시,대전BIS
DJB8007679,대전월드컵경기장,36.363644,127.32721,2025-10-31,47390,25,대전광역시,대전BIS
DJB8007680,대전월드컵경기장,36.364838,127.32704,2025-10-31,47380,25,대전광역시,대전BIS
DJB8007681,반석네거리,36.388763,127.3172,2025-10-31,47350,25,대전광역시,대전BIS
DJB8007682,반석네거리,36.389225,127.31668,2025-10-31,47340,25,대전광역시,대전BIS
DJB8007683,더샵도안트위넌스,36.3295,127.33262,2025-10-31,47450,25,대전광역시,대전BIS
DJB8007684,힐스테이트도안퍼스트,36.32783,127.333046,2025-10-31,47460,25,대전광역시,대전BIS
DJB8070001,한국가스기술공사,36.434776,127.38992,2025-10-31,45580,25,대전광역시,대전BIS
DJB8070002,한국가스기술공사,36.435658,127.390335,2025-10-31,45570,25,대전광역시,대전BIS
DJB8070003,송강중학교,36.43789,127.38274,2025-10-31,45600,25,대전광역시,대전BIS
DJB8070004,송강중학교,36.43804,127.38177,2025-10-31,45590,25,대전광역시,대전BIS
DJB8070005,가장교오거리,36.327843,127.38591,2025-10-31,34830,25,대전광역시,대전BIS
DJB8070006,가장교오거리,36.328114,127.386246,2025-10-31,34840,25,대전광역시,대전BIS
DJB8070007,복수동사정교,36.29722,127.38001,2025-10-31,34850,25,대전광역시,대전BIS
DJB8070008,대전도시과학고등학교,36.296066,127.319496,2025-10-31,45620,25,대전광역시,대전BIS
DJB8070009,한아름아파트,36.29591,127.319565,2025-10-31,45610,25,대전광역시,대전BIS
DJB8070010,샘물타운아파트,36.29806,127.32329,2025-10-31,34860,25,대전광역시,대전BIS
DJB8070011,수목토아파트,36.31862,127.34813,2025-10-31,33290,25,대전광역시,대전BIS
DJB8070012,트리풀시티레이크포레,36.325153,127.34816,2025-10-31,34880,25,대전광역시,대전BIS
DJB8070013,예미지7단지,36.347095,127.3479,2025-10-31,45640,25,대전광역시,대전BIS
DJB8070014,봉명베르디움,36.350018,127.348145,2025-10-31,45660,25,대전광역시,대전BIS
DJB8070015,봉명베르디움,36.350044,127.347946,2025-10-31,45670,25,대전광역시,대전BIS
DJB8070017,트리풀시티레이크포레,36.326283,127.3479,2025-10-31,34890,25,대전광역시,대전BIS
DJB8070018,수목토아파트,36.319626,127.347855,2025-10-31,33280,25,대전광역시,대전BIS
DJB8070023,봉명중학교,36.3487,127.34562,2025-10-31,45710,25,대전광역시,대전BIS
DJB8070024,예미지7단지,36.34843,127.346176,2025-10-31,45720,25,대전광역시,대전BIS
DJB8070025,봉명초등학교,36.348774,127.342316,2025-10-31,45730,25,대전광역시,대전BIS
DJB8070026,도안센트럴시티,36.348476,127.34224,2025-10-31,45740,25,대전광역시,대전BIS
DJB8070028,대전시립제1노인병원,36.406475,127.372154,2025-10-31,45560,25,대전광역시,대전BIS
DJB8070029,흥도초등학교,36.333828,127.3381,2025-10-31,41800,25,대전광역시,대전BIS
DJB8070030,흥도초등학교,36.333813,127.33826,2025-10-31,41810,25,대전광역시,대전BIS
DJB8070031,청벽산공원네거리,36.413025,127.406235,2025-10-31,46050,25,대전광역시,대전BIS
DJB8070032,청벽산공원네거리,36.41277,127.40592,2025-10-31,46060,25,대전광역시,대전BIS
DJB8070033,보문산교통광장,36.287434,127.39129,2025-10-31,23490,25,대전광역시,대전BIS
DJB8070034,보문산교통광장,36.28766,127.39131,2025-10-31,23500,25,대전광역시,대전BIS
DJB8070035,안산산성,36.413048,127.298,2025-10-31,46040,25,대전광역시,대전BIS
DJB8070036,안산1통,36.410435,127.299576,2025-10-31,46030,25,대전광역시,대전BIS
DJB8001909,새일초등학교,36.429924,127.41926,2025-10-31,52170,25,대전광역시,대전BIS
DJB8001910,새터,36.243614,127.32511,2025-10-31,34000,25,대전광역시,대전BIS
DJB8001911,새터,36.243416,127.32542,2025-10-31,34010,25,대전광역시,대전BIS
DJB8001912,샘머리공원,36.357403,127.39334,2025-10-31,32600,25,대전광역시,대전BIS
DJB8001913,샘머리아파트,36.361553,127.39041,2025-10-31,32500,25,대전광역시,대전BIS
DJB8001914,샘물타운아파트,36.298393,127.32307,2025-10-31,40230,25,대전광역시,대전BIS
DJB8001915,샘물타운아파트,36.29973,127.32204,2025-10-31,40220,25,대전광역시,대전BIS
DJB8001916,샘물타운아파트,36.29987,127.32176,2025-10-31,40210,25,대전광역시,대전BIS
DJB8001917,샛고개,36.271008,127.37876,2025-10-31,23520,25,대전광역시,대전BIS
DJB8001918,샛고개,36.27125,127.37905,2025-10-31,22730,25,대전광역시,대전BIS
DJB8001919,샛별아파트,36.35993,127.376175,2025-10-31,32940,25,대전광역시,대전BIS
DJB8001920,구샤또호텔,36.35286,127.43957,2025-10-31,11880,25,대전광역시,대전BIS
DJB8001921,한국전기공사협회,36.353367,127.43958,2025-10-31,11860,25,대전광역시,대전BIS
DJB8001922,서구보건소,36.36827,127.37935,2025-10-31,34710,25,대전광역시,대전BIS
DJB8001923,서구보건소,36.36857,127.37971,2025-10-31,34720,25,대전광역시,대전BIS
