정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
DJB8001538,동산중고등학교,36.314426,127.40493,2025-10-31,22000,25,대전광역시,대전BIS
DJB8001539,동산중고등학교,36.31461,127.40472,2025-10-31,21990,25,대전광역시,대전BIS
DJB8001540,중도일보,36.326393,127.408005,2025-10-31,21190,25,대전광역시,대전BIS
DJB8001541,오룡역2번출구,36.328133,127.4042,2025-10-31,21290,25,대전광역시,대전BIS
DJB8001542,오룡역4번출구,36.32992,127.40309,2025-10-31,21260,25,대전광역시,대전BIS
DJB8001543,오룡역6번출구,36.329334,127.40689,2025-10-31,21170,25,대전광역시,대전BIS
DJB8001545,대전동신과학고,36.33145,127.47566,2025-10-31,12670,25,대전광역시,대전BIS
DJB8001546,대전동신과학고,36.332317,127.47736,2025-10-31,12680,25,대전광역시,대전BIS
DJB8001547,동아마이스터고,36.34487,127.45285,2025-10-31,11660,25,대전광역시,대전BIS
DJB8001548,동아마이스터고,36.344177,127.45187,2025-10-31,11370,25,대전광역시,대전BIS
DJB8001549,동아교재,36.374016,127.41393,2025-10-31,50510,25,대전광역시,대전BIS
DJB8001550,동아교재,36.37418,127.413864,2025-10-31,50500,25,대전광역시,대전BIS
DJB8001551,동아연필,36.36828,127.40163,2025-10-31,50380,25,대전광역시,대전BIS
DJB8002676,원내동,36.2988,127.31613,2025-10-31,40030,25,대전광역시,대전BIS
DJB8002677,진잠중학교,36.296177,127.317154,2025-10-31,40070,25,대전광역시,대전BIS
DJB8002678,진잠중학교,36.29632,127.3173,2025-10-31,40060,25,대전광역시,대전BIS
DJB8002679,진잠초등학교,36.301,127.315384,2025-10-31,40010,25,대전광역시,대전BIS
DJB8002681,진잠타운아파트,36.295723,127.321304,2025-10-31,40200,25,대전광역시,대전BIS
DJB8002682,한국효문화진흥원,36.285282,127.3804,2025-10-31,22480,25,대전광역시,대전BIS
DJB8002683,한국효문화진흥원,36.284946,127.381836,2025-10-31,22490,25,대전광역시,대전BIS
DJB8002684,천개동종점,36.38206,127.45881,2025-10-31,12890,25,대전광역시,대전BIS
DJB8002685,천근오거리,36.3093,127.403275,2025-10-31,21980,25,대전광역시,대전BIS
DJB8002686,천근오거리,36.309452,127.403206,2025-10-31,21970,25,대전광역시,대전BIS
DJB8002687,천동,36.311913,127.44531,2025-10-31,10260,25,대전광역시,대전BIS
DJB8002688,천동,36.311775,127.44478,2025-10-31,10250,25,대전광역시,대전BIS
DJB8002689,천동주공아파트,36.310764,127.448616,2025-10-31,10280,25,대전광역시,대전BIS
DJB8002690,천동주공아파트,36.310314,127.4487,2025-10-31,10270,25,대전광역시,대전BIS
DJB8002691,효동현대아파트,36.317142,127.441475,2025-10-31,10210,25,대전광역시,대전BIS
DJB8002692,효동현대아파트,36.318287,127.44251,2025-10-31,10220,25,대전광역시,대전BIS
DJB8002693,천양원,36.359417,127.325035,2025-10-31,41490,25,대전광역시,대전BIS
DJB8002694,천양원,36.359573,127.32464,2025-10-31,41480,25,대전광역시,대전BIS
DJB8002695,대전역/하나은행,36.333744,127.43168,2025-10-31,12380,25,대전광역시,대전BIS
DJB8002696,청란여자고등학교,36.313366,127.430954,2025-10-31,21080,25,대전광역시,대전BIS
DJB8002697,청란여자고등학교,36.313583,127.43115,2025-10-31,21070,25,대전광역시,대전BIS
DJB8002698,청소년수련원,36.226437,127.4451,2025-10-31,14090,25,대전광역시,대전BIS
DJB8002699,청소년수련원,36.226402,127.445244,2025-10-31,14100,25,대전광역시,대전BIS
DJB8002700,대덕구청소년수련관,36.363194,127.43526,2025-10-31,51490,25,대전광역시,대전BIS
DJB8002701,대덕구청소년수련관,36.363132,127.43503,2025-10-31,51480,25,대전광역시,대전BIS
DJB8002702,청솔아파트,36.351105,127.397194,2025-10-31,31300,25,대전광역시,대전BIS
DJB8002703,청솔아파트,36.351364,127.3983,2025-10-31,31310,25,대전광역시,대전BIS
DJB8002704,체육재활원,36.367813,127.4185,2025-10-31,50560,25,대전광역시,대전BIS
DJB8002705,초록마을3단지,36.300117,127.37878,2025-10-31,30120,25,대전광역시,대전BIS
DJB8002706,초록마을네거리,36.299213,127.37852,2025-10-31,30100,25,대전광역시,대전BIS
DJB8002707,초록마을1단지,36.30422,127.37948,2025-10-31,30140,25,대전광역시,대전BIS
DJB8002708,초록마을1단지,36.30444,127.379395,2025-10-31,30130,25,대전광역시,대전BIS
DJB8002709,추동,36.36415,127.47658,2025-10-31,12770,25,대전광역시,대전BIS
DJB8002710,추동,36.364178,127.47642,2025-10-31,12760,25,대전광역시,대전BIS
DJB8002712,상추,36.374405,127.4679,2025-10-31,12500,25,대전광역시,대전BIS
DJB8002713,상추,36.374332,127.46789,2025-10-31,12490,25,대전광역시,대전BIS
DJB8002714,중말,36.373337,127.46844,2025-10-31,12510,25,대전광역시,대전BIS
DJB8002715,추동취수장,36.370747,127.475746,2025-10-31,12600,25,대전광역시,대전BIS
DJB8002716,추동취수장,36.37068,127.475845,2025-10-31,12610,25,대전광역시,대전BIS
DJB8002717,충남고등학교,36.349094,127.39294,2025-10-31,32580,25,대전광역시,대전BIS
DJB8002718,충남기계공고,36.31178,127.40145,2025-10-31,21950,25,대전광역시,대전BIS
DJB8002719,충남기계공고,36.31246,127.402214,2025-10-31,21960,25,대전광역시,대전BIS
DJB8002720,충남대학교,36.36136,127.34468,2025-10-31,42620,25,대전광역시,대전BIS
DJB8002721,충남대학교,36.36156,127.34412,2025-10-31,42600,25,대전광역시,대전BIS
DJB8002722,충남대학교,36.36265,127.34368,2025-10-31,42590,25,대전광역시,대전BIS
DJB8002723,충남대학교병원,36.31751,127.413574,2025-10-31,22220,25,대전광역시,대전BIS
DJB8002724,충남대학교병원,36.317802,127.41348,2025-10-31,22210,25,대전광역시,대전BIS
DJB8002725,충남대학교입구,36.361355,127.34603,2025-10-31,42650,25,대전광역시,대전BIS
DJB8002726,충남여자중고등학교,36.33083,127.409966,2025-10-31,20380,25,대전광역시,대전BIS
DJB8002727,충남중학교,36.324642,127.44547,2025-10-31,10590,25,대전광역시,대전BIS
DJB8002728,충남중학교,36.3247,127.44583,2025-10-31,11250,25,대전광역시,대전BIS
DJB8002729,나라키움청사/3.8기념관,36.328552,127.420425,2025-10-31,20210,25,대전광역시,대전BIS
DJB8002730,나라키움청사/3.8기념관,36.328785,127.420654,2025-10-31,20220,25,대전광역시,대전BIS
DJB8002733,대전충남병무청,36.322647,127.41511,2025-10-31,22250,25,대전광역시,대전BIS
DJB8002734,대전충남병무청,36.322998,127.41465,2025-10-31,21240,25,대전광역시,대전BIS
DJB8002735,충대농대입구,36.36042,127.35253,2025-10-31,42710,25,대전광역시,대전BIS
DJB8002736,충대농대종점,36.365704,127.352036,2025-10-31,42740,25,대전광역시,대전BIS
DJB8002737,충대농대종점,36.36593,127.351974,2025-10-31,42750,25,대전광역시,대전BIS
DJB8002738,충대수의대,36.37747,127.34274,2025-10-31,42580,25,대전광역시,대전BIS
DJB8002739,북대전세무서/보훈요양원,36.37433,127.34173,2025-10-31,42560,25,대전광역시,대전BIS
DJB8002740,북대전세무서/보훈요양원,36.374523,127.34144,2025-10-31,42550,25,대전광역시,대전BIS
DJB8002741,충대서문,36.369427,127.34012,2025-10-31,42530,25,대전광역시,대전BIS
DJB8007208,에코힐7단지,36.382023,127.30592,2025-10-31,46290,25,대전광역시,대전BIS
DJB8007209,트리풀시티포레1단지,36.381172,127.30612,2025-10-31,46300,25,대전광역시,대전BIS
DJB8007210,지수체육공원입구,36.429977,127.412224,2025-10-31,53310,25,대전광역시,대전BIS
DJB8007211,회덕과선교,36.404003,127.42436,2025-10-31,53320,25,대전광역시,대전BIS
DJB8007212,회덕과선교,36.404247,127.42425,2025-10-31,53330,25,대전광역시,대전BIS
DJB8007213,중부대입구,36.193592,127.455666,2025-10-31,74780,25,대전광역시,대전BIS
DJB8007214,중부대입구,36.194126,127.45752,2025-10-31,74760,25,대전광역시,대전BIS
DJB8007215,침산교/점말,36.27637,127.397285,2025-10-31,23580,25,대전광역시,대전BIS
DJB8007216,침산교/점말,36.27634,127.397415,2025-10-31,23590,25,대전광역시,대전BIS
DJB8007217,침산동,36.27371,127.396255,2025-10-31,23600,25,대전광역시,대전BIS
DJB8007218,침산동,36.27363,127.396385,2025-10-31,23610,25,대전광역시,대전BIS
DJB8007219,금동,36.245754,127.42814,2025-10-31,23620,25,대전광역시,대전BIS
DJB8007220,삼성2동,36.34003,127.41628,2025-10-31,14540,25,대전광역시,대전BIS
DJB8007221,현암시장,36.342278,127.416336,2025-10-31,14550,25,대전광역시,대전BIS
DJB8007222,한텍,36.42202,127.40115,2025-10-31,82310,25,대전광역시,대전BIS
DJB8007223,한텍,36.422043,127.40179,2025-10-31,82320,25,대전광역시,대전BIS
DJB8007224,대전테크노파크,36.42062,127.40433,2025-10-31,82330,25,대전광역시,대전BIS
DJB8007225,대전테크노파크,36.42086,127.40454,2025-10-31,82340,25,대전광역시,대전BIS
DJB8007226,조은정밀,36.416348,127.40682,2025-10-31,82350,25,대전광역시,대전BIS
DJB8007227,조은정밀,36.415512,127.40707,2025-10-31,82360,25,대전광역시,대전BIS
DJB8007228,청벽산공원,36.413357,127.40698,2025-10-31,82370,25,대전광역시,대전BIS
DJB8007229,학하중앙로,36.34089,127.307686,2025-10-31,82470,25,대전광역시,대전BIS
DJB8007230,미학아파트,36.34174,127.30312,2025-10-31,82450,25,대전광역시,대전BIS
DJB8007231,씨엔씨티에너지학하CES,36.34421,127.307976,2025-10-31,82430,25,대전광역시,대전BIS
DJB8007232,복용3통,36.34466,127.31346,2025-10-31,82410,25,대전광역시,대전BIS
DJB8007233,복용1통,36.34295,127.31758,2025-10-31,82390,25,대전광역시,대전BIS
DJB8007235,구즉동주민센터,36.44035,127.38412,2025-10-31,82510,25,대전광역시,대전BIS
DJB8007236,구즉동주민센터,36.440296,127.38431,2025-10-31,82520,25,대전광역시,대전BIS
DJB8007237,구즉초등학교,36.439796,127.38187,2025-10-31,82540,25,대전광역시,대전BIS
DJB8007238,복용1통,36.343098,127.31787,2025-10-31,82380,25,대전광역시,대전BIS
DJB8007239,복용3통,36.34521,127.31292,2025-10-31,82400,25,대전광역시,대전BIS
DJB8007240,씨엔씨티에너지학하CES,36.34449,127.30779,2025-10-31,82420,25,대전광역시,대전BIS
DJB8007241,학하중앙로,36.34064,127.30772,2025-10-31,82460,25,대전광역시,대전BIS
DJB8007242,양구례마을,36.405228,127.491714,2025-10-31,14570,25,대전광역시,대전BIS
DJB8007243,양구례마을,36.40522,127.49181,2025-10-31,14560,25,대전광역시,대전BIS
DJB8007244,예미지7단지,36.346813,127.347885,2025-10-31,46310,25,대전광역시,대전BIS
DJB8007245,대청병원,36.307415,127.36973,2025-10-31,35160,25,대전광역시,대전BIS
DJB8007246,대청병원,36.30659,127.370605,2025-10-31,35150,25,대전광역시,대전BIS
DJB8007247,안골입구,36.28805,127.248924,2025-10-31,46320,25,대전광역시,대전BIS
DJB8007248,안골입구,36.288105,127.24904,2025-10-31,46330,25,대전광역시,대전BIS
DJB8007249,신탄진동행정복지센터,36.452824,127.42855,2025-10-31,53350,25,대전광역시,대전BIS
DJB8007250,신탄진동행정복지센터,36.452038,127.42889,2025-10-31,53360,25,대전광역시,대전BIS
DJB8007252,금강엑슬루타워정문,36.449993,127.418785,2025-10-31,53370,25,대전광역시,대전BIS
DJB8007254,계룡역,36.273308,127.26437,2025-10-31,73820,25,대전광역시,대전BIS
DJB8007255,우명동낚시터,36.22855,127.29341,2025-10-31,35170,25,대전광역시,대전BIS
DJB8007256,우명동낚시터,36.22865,127.293,2025-10-31,35180,25,대전광역시,대전BIS
DJB8007257,사정공원,36.298557,127.405045,2025-10-31,23630,25,대전광역시,대전BIS
DJB8007258,오룡골,36.24634,127.34675,2025-10-31,35120,25,대전광역시,대전BIS
DJB8007259,산직2동종점,36.24337,127.35234,2025-10-31,35140,25,대전광역시,대전BIS
DJB8007260,오룡골,36.24644,127.346695,2025-10-31,35130,25,대전광역시,대전BIS
DJB8007262,보훈병원,36.447773,127.439354,2025-10-31,53390,25,대전광역시,대전BIS
DJB8007263,원내동공영차고지,36.292538,127.318535,2025-10-31,46340,25,대전광역시,대전BIS
DJB8007264,암뱀골,36.275837,127.364456,2025-10-31,35190,25,대전광역시,대전BIS
DJB8007265,암뱀골,36.27578,127.36462,2025-10-31,35200,25,대전광역시,대전BIS
DJB8007266,세천공원삼거리,36.347797,127.49798,2025-10-31,14580,25,대전광역시,대전BIS
DJB8007268,대전역동광장,36.333817,127.43729,2025-10-31,14630,25,대전광역시,대전BIS
DJB8007269,한밭자이아파트,36.340706,127.42624,2025-10-31,14590,25,대전광역시,대전BIS
DJB8007270,한밭자이아파트,36.341194,127.425095,2025-10-31,14600,25,대전광역시,대전BIS
DJB8007271,솔랑마을아파트,36.343445,127.42238,2025-10-31,14610,25,대전광역시,대전BIS
DJB8007272,솔랑마을아파트,36.343925,127.42126,2025-10-31,14620,25,대전광역시,대전BIS
DJB8007273,대덕구청,36.346073,127.418785,2025-10-31,53400,25,대전광역시,대전BIS
DJB8007274,대덕구청,36.34656,127.41774,2025-10-31,53410,25,대전광역시,대전BIS
DJB8007275,한남오거리(BRT),36.349724,127.4144,2025-10-31,53420,25,대전광역시,대전BIS
DJB8007276,한남오거리(BRT),36.35016,127.4133,2025-10-31,53430,25,대전광역시,대전BIS
DJB8007277,오정동행정복지센터,36.351765,127.41176,2025-10-31,53440,25,대전광역시,대전BIS
DJB8007278,오정동행정복지센터,36.352303,127.41063,2025-10-31,53450,25,대전광역시,대전BIS
DJB8007279,오정농수산오거리,36.355083,127.40762,2025-10-31,53460,25,대전광역시,대전BIS
DJB8007280,오정농수산오거리,36.355618,127.406456,2025-10-31,53470,25,대전광역시,대전BIS
DJB8007281,다온숲아파트,36.292007,127.33991,2025-10-31,35210,25,대전광역시,대전BIS
DJB8007282,다온숲아파트,36.292477,127.339554,2025-10-31,35220,25,대전광역시,대전BIS
DJB8007283,천년나무아파트,36.293964,127.34372,2025-10-31,35230,25,대전광역시,대전BIS
DJB8007284,어반힐스아파트,36.293922,127.343346,2025-10-31,35240,25,대전광역시,대전BIS
DJB8007285,느리울초등학교,36.29712,127.3422,2025-10-31,35250,25,대전광역시,대전BIS
DJB8007286,느리울13단지,36.297474,127.34458,2025-10-31,35260,25,대전광역시,대전BIS
DJB8007287,관저체육공원,36.29238,127.33737,2025-10-31,35270,25,대전광역시,대전BIS
DJB8007288,오정농수산시장,36.35867,127.404686,2025-10-31,53480,25,대전광역시,대전BIS
DJB8007289,대덕산업단지,36.43776,127.3964,2025-10-31,53490,25,대전광역시,대전BIS
DJB8007290,대덕산업단지,36.438034,127.39567,2025-10-31,53500,25,대전광역시,대전BIS
DJB8001552,동아연필,36.368904,127.40291,2025-10-31,50390,25,대전광역시,대전BIS
DJB8001553,동춘당,36.365147,127.440155,2025-10-31,50960,25,대전광역시,대전BIS
DJB8001554,동춘당,36.36473,127.44036,2025-10-31,50950,25,대전광역시,대전BIS
DJB8001555,관평중학교,36.42417,127.38874,2025-10-31,44560,25,대전광역시,대전BIS
DJB8001556,관평중학교,36.423775,127.38831,2025-10-31,44550,25,대전광역시,대전BIS
DJB8001557,계룡과선교,36.26698,127.28032,2025-10-31,45980,25,대전광역시,대전BIS
DJB8001558,계룡과선교,36.267704,127.27868,2025-10-31,40980,25,대전광역시,대전BIS
DJB8001559,계룡과선교,36.26632,127.28078,2025-10-31,40990,25,대전광역시,대전BIS
DJB8001560,대화동육교,36.36611,127.418945,2025-10-31,50580,25,대전광역시,대전BIS
DJB8001561,둔곡동,36.452717,127.359116,2025-10-31,45160,25,대전광역시,대전BIS
DJB8001562,둔곡동,36.45287,127.35893,2025-10-31,45150,25,대전광역시,대전BIS
DJB8001563,둔곡3교,36.45786,127.36033,2025-10-31,45140,25,대전광역시,대전BIS
DJB8001564,둔곡3교,36.457825,127.35991,2025-10-31,45130,25,대전광역시,대전BIS
DJB8001565,둔산2동주민센터,36.353455,127.380875,2025-10-31,32230,25,대전광역시,대전BIS
DJB8001567,둔산경찰서,36.35854,127.37959,2025-10-31,32160,25,대전광역시,대전BIS
DJB8001568,통계센터,36.35903,127.37925,2025-10-31,32970,25,대전광역시,대전BIS
DJB8001569,둔산여자고등학교,36.353165,127.37445,2025-10-31,31990,25,대전광역시,대전BIS
DJB8001570,둔산여자고등학교,36.353825,127.37399,2025-10-31,31930,25,대전광역시,대전BIS
DJB8001571,둔산전자타운,36.33984,127.39495,2025-10-31,31200,25,대전광역시,대전BIS
DJB8001572,둔산초등학교,36.34839,127.383026,2025-10-31,31040,25,대전광역시,대전BIS
DJB8001573,둔산초등학교,36.34841,127.38273,2025-10-31,32280,25,대전광역시,대전BIS
DJB8001574,둥지아파트,36.357735,127.39124,2025-10-31,32510,25,대전광역시,대전BIS
DJB8001575,사학연금회관,36.35865,127.39041,2025-10-31,32490,25,대전광역시,대전BIS
DJB8001576,둥지아파트정문,36.359592,127.39258,2025-10-31,32560,25,대전광역시,대전BIS
DJB8001577,한샘근린공원,36.31537,127.31984,2025-10-31,45300,25,대전광역시,대전BIS
DJB8001578,한샘근린공원,36.315403,127.32004,2025-10-31,45310,25,대전광역시,대전BIS
DJB8001579,드리움아파트,36.313576,127.32004,2025-10-31,40340,25,대전광역시,대전BIS
DJB8001580,드리움아파트,36.31222,127.31981,2025-10-31,40330,25,대전광역시,대전BIS
DJB8001581,들말/신대차고지,36.41246,127.42436,2025-10-31,50820,25,대전광역시,대전BIS
DJB8001582,등골,36.267963,127.35197,2025-10-31,33840,25,대전광역시,대전BIS
DJB8001583,럭키스포츠프라자,36.365402,127.42298,2025-10-31,51310,25,대전광역시,대전BIS
DJB8001584,롯데마트서대전점,36.30045,127.32627,2025-10-31,46520,25,대전광역시,대전BIS
DJB8001585,롯데마트대덕점,36.426838,127.38976,2025-10-31,44590,25,대전광역시,대전BIS
DJB8001586,롯데마트대덕점,36.427063,127.38991,2025-10-31,44600,25,대전광역시,대전BIS
DJB8001587,롯데백화점,36.340076,127.39074,2025-10-31,31450,25,대전광역시,대전BIS
DJB8001588,대전외국어고/롯데아파트,36.33752,127.3665,2025-10-31,31560,25,대전광역시,대전BIS
DJB8001589,대전외국어고/롯데아파트,36.33768,127.36673,2025-10-31,31570,25,대전광역시,대전BIS
DJB8001590,봉명동우체국,36.35465,127.33812,2025-10-31,41210,25,대전광역시,대전BIS
DJB8001591,마산/진등날,36.383476,127.47977,2025-10-31,12850,25,대전광역시,대전BIS
DJB8001592,마산/진등날,36.383434,127.47952,2025-10-31,12840,25,대전광역시,대전BIS
DJB8001593,마산B지구,36.379017,127.47793,2025-10-31,12630,25,대전광역시,대전BIS
DJB8001594,마산B지구,36.37909,127.47783,2025-10-31,12620,25,대전광역시,대전BIS
DJB8001595,만년고등학교,36.36777,127.37283,2025-10-31,34660,25,대전광역시,대전BIS
DJB8001596,만년교,36.351994,127.34679,2025-10-31,41370,25,대전광역시,대전BIS
DJB8001597,만년동,36.365078,127.3757,2025-10-31,34700,25,대전광역시,대전BIS
DJB8001598,만년중학교,36.367176,127.37566,2025-10-31,34690,25,대전광역시,대전BIS
DJB8001599,신일네거리,36.436485,127.40651,2025-10-31,51890,25,대전광역시,대전BIS
DJB8001600,만인산공원,36.20359,127.443375,2025-10-31,14080,25,대전광역시,대전BIS
DJB8001601,만인산공원,36.204174,127.44241,2025-10-31,14070,25,대전광역시,대전BIS
DJB8001602,만인산휴양림,36.200634,127.44938,2025-10-31,14110,25,대전광역시,대전BIS
DJB8001603,만인산휴양림,36.20075,127.44946,2025-10-31,14120,25,대전광역시,대전BIS
DJB8001604,맑은아침아파트,36.330452,127.38306,2025-10-31,31720,25,대전광역시,대전BIS
DJB8001605,매노동,36.247276,127.343376,2025-10-31,33780,25,대전광역시,대전BIS
DJB8001606,매노동,36.247124,127.34333,2025-10-31,33770,25,대전광역시,대전BIS
DJB8001607,금고동매립장,36.460518,127.38882,2025-10-31,44910,25,대전광역시,대전BIS
DJB8001608,금고동매립장,36.460464,127.388626,2025-10-31,44900,25,대전광역시,대전BIS
DJB8001609,면허시험장,36.28967,127.46193,2025-10-31,13530,25,대전광역시,대전BIS
DJB8001610,면허시험장,36.28984,127.46209,2025-10-31,13540,25,대전광역시,대전BIS
DJB8001611,명석고등학교,36.353424,127.45411,2025-10-31,51630,25,대전광역시,대전BIS
DJB8001612,명석고등학교,36.354073,127.45417,2025-10-31,11690,25,대전광역시,대전BIS
DJB8001613,모래재,36.38123,127.51561,2025-10-31,13240,25,대전광역시,대전BIS
DJB8001614,모래재,36.38136,127.515526,2025-10-31,13230,25,대전광역시,대전BIS
DJB8001615,모랭이,36.24494,127.422035,2025-10-31,23080,25,대전광역시,대전BIS
DJB8001616,모랭이,36.244854,127.421906,2025-10-31,23070,25,대전광역시,대전BIS
DJB8001617,용운도서관,36.324986,127.46193,2025-10-31,11060,25,대전광역시,대전BIS
DJB8001618,용운도서관,36.32468,127.462204,2025-10-31,11070,25,대전광역시,대전BIS
DJB8001619,모리아파트,36.323086,127.46233,2025-10-31,11080,25,대전광역시,대전BIS
DJB8001620,모세골,36.28792,127.36061,2025-10-31,34570,25,대전광역시,대전BIS
DJB8002742,충대서문,36.37055,127.34012,2025-10-31,42540,25,대전광역시,대전BIS
DJB8002743,한밭종합운동장,36.31635,127.43282,2025-10-31,21090,25,대전광역시,대전BIS
DJB8002744,한밭종합운동장,36.317005,127.432846,2025-10-31,21100,25,대전광역시,대전BIS
DJB8002745,충렬사삼거리,36.396973,127.35464,2025-10-31,43340,25,대전광역시,대전BIS
DJB8002746,충열사,36.397293,127.35567,2025-10-31,43350,25,대전광역시,대전BIS
DJB8002747,대전동부교육지원청,36.31403,127.41129,2025-10-31,22190,25,대전광역시,대전BIS
DJB8002748,중도일보,36.326077,127.40773,2025-10-31,21390,25,대전광역시,대전BIS
DJB8002750,침산동입구,36.277416,127.39842,2025-10-31,22760,25,대전광역시,대전BIS
DJB8002751,침산동입구,36.277416,127.39857,2025-10-31,22770,25,대전광역시,대전BIS
DJB8002753,서우아파트1단지,36.334286,127.36974,2025-10-31,31580,25,대전광역시,대전BIS
DJB8002754,코오롱아파트,36.33432,127.37108,2025-10-31,31590,25,대전광역시,대전BIS
DJB8002756,크로바아파트,36.3514,127.393265,2025-10-31,32590,25,대전광역시,대전BIS
DJB8002757,큰마을아파트,36.347553,127.37715,2025-10-31,31970,25,대전광역시,대전BIS
DJB8002758,탄방네거리,36.342167,127.38628,2025-10-31,31420,25,대전광역시,대전BIS
DJB8002759,탄방동주민센터,36.347897,127.39532,2025-10-31,31210,25,대전광역시,대전BIS
DJB8002760,탄방역.대전고용센터,36.346523,127.38569,2025-10-31,31100,25,대전광역시,대전BIS
DJB8002761,e편한세상아파트,36.34129,127.396805,2025-10-31,31220,25,대전광역시,대전BIS
DJB8002762,e편한세상아파트,36.3414,127.39745,2025-10-31,31230,25,대전광역시,대전BIS
DJB8002763,탄방중학교,36.350273,127.39484,2025-10-31,32610,25,대전광역시,대전BIS
DJB8002764,탑골입구,36.305153,127.39357,2025-10-31,22420,25,대전광역시,대전BIS
DJB8002765,탑립동,36.41055,127.40434,2025-10-31,44330,25,대전광역시,대전BIS
DJB8002766,탑립1통,36.408726,127.39604,2025-10-31,44300,25,대전광역시,대전BIS
DJB8002767,탑립1통,36.40883,127.39574,2025-10-31,44290,25,대전광역시,대전BIS
DJB8002768,탑립1통산의절,36.40971,127.39842,2025-10-31,44320,25,대전광역시,대전BIS
DJB8002769,탑립1통산의절,36.409542,127.39847,2025-10-31,44310,25,대전광역시,대전BIS
DJB8002775,탑립육교,36.411274,127.39456,2025-10-31,44400,25,대전광역시,대전BIS
DJB8002776,탑립육교,36.41125,127.39476,2025-10-31,44410,25,대전광역시,대전BIS
DJB8002777,태양마을,36.437057,127.43394,2025-10-31,52380,25,대전광역시,대전BIS
DJB8002778,태평1동주민센터,36.326595,127.397446,2025-10-31,21550,25,대전광역시,대전BIS
DJB8002779,태평1동주민센터,36.326122,127.3967,2025-10-31,21580,25,대전광역시,대전BIS
DJB8002780,오류네거리,36.32673,127.403206,2025-10-31,21280,25,대전광역시,대전BIS
DJB8002781,오류네거리,36.32699,127.40282,2025-10-31,21270,25,대전광역시,대전BIS
DJB8002784,오류초등학교입구,36.326538,127.40423,2025-10-31,21310,25,대전광역시,대전BIS
DJB8002785,오류초등학교입구,36.32637,127.40397,2025-10-31,21320,25,대전광역시,대전BIS
DJB8002786,삼부/새롬아파트,36.322155,127.38996,2025-10-31,21430,25,대전광역시,대전BIS
DJB8002787,태평중학교,36.32976,127.3968,2025-10-31,21570,25,대전광역시,대전BIS
DJB8002788,태평시장,36.324688,127.395035,2025-10-31,21520,25,대전광역시,대전BIS
DJB8002789,태평시장,36.324833,127.395294,2025-10-31,21530,25,대전광역시,대전BIS
DJB8002790,태평오거리,36.326183,127.39304,2025-10-31,21470,25,대전광역시,대전BIS
DJB8002791,태평오거리,36.326595,127.39499,2025-10-31,21510,25,대전광역시,대전BIS
DJB8002792,태평오거리,36.32652,127.39526,2025-10-31,21540,25,대전광역시,대전BIS
DJB8002793,태평오거리,36.326553,127.39286,2025-10-31,21460,25,대전광역시,대전BIS
DJB8002794,쌍용예가아파트,36.322586,127.39824,2025-10-31,21800,25,대전광역시,대전BIS
DJB8002795,쌍용예가아파트,36.32281,127.398125,2025-10-31,21590,25,대전광역시,대전BIS
DJB8002796,태평초등학교,36.32149,127.39439,2025-10-31,21740,25,대전광역시,대전BIS
DJB8002797,태평초등학교,36.321724,127.39432,2025-10-31,21500,25,대전광역시,대전BIS
DJB8002798,테미삼거리,36.31835,127.4186,2025-10-31,20540,25,대전광역시,대전BIS
DJB8002799,테미고개,36.31779,127.42311,2025-10-31,21020,25,대전광역시,대전BIS
DJB8002800,테미고개,36.318043,127.42363,2025-10-31,20670,25,대전광역시,대전BIS
DJB8002801,대전광역시노인복지관,36.319736,127.4201,2025-10-31,20590,25,대전광역시,대전BIS
DJB8002802,대전광역시노인복지관,36.320297,127.42004,2025-10-31,20580,25,대전광역시,대전BIS
DJB8002803,테미삼거리,36.318108,127.419106,2025-10-31,20560,25,대전광역시,대전BIS
DJB8002804,테크노밸리12단지,36.417107,127.39259,2025-10-31,47120,25,대전광역시,대전BIS
DJB8002805,테크노밸리12단지,36.417316,127.39279,2025-10-31,47090,25,대전광역시,대전BIS
DJB8002806,토망대,36.417072,127.53016,2025-10-31,13290,25,대전광역시,대전BIS
DJB8002807,토망대.오동,36.416924,127.53055,2025-10-31,13300,25,대전광역시,대전BIS
DJB8002808,토옥골,36.239403,127.343994,2025-10-31,34080,25,대전광역시,대전BIS
DJB8002809,토토자연학습원,36.285057,127.45818,2025-10-31,13490,25,대전광역시,대전BIS
DJB8002810,토토자연학습원,36.28513,127.45837,2025-10-31,13500,25,대전광역시,대전BIS
DJB8002811,국군대전병원,36.402084,127.34605,2025-10-31,43680,25,대전광역시,대전BIS
DJB8002814,파랑새네거리,36.353065,127.379524,2025-10-31,32150,25,대전광역시,대전BIS
DJB8002815,파랑새아파트,36.355965,127.37598,2025-10-31,32020,25,대전광역시,대전BIS
DJB8002816,판암역네거리,36.317326,127.45653,2025-10-31,10690,25,대전광역시,대전BIS
DJB8002817,판암근린공원,36.317993,127.45208,2025-10-31,10650,25,대전광역시,대전BIS
DJB8007291,한국개발연구원(KDI),36.481125,127.30788,2025-10-31,51120,25,대전광역시,대전BIS
DJB8007292,한국개발연구원(KDI),36.48127,127.30753,2025-10-31,51119,25,대전광역시,대전BIS
DJB8007293,소담동,36.482742,127.29741,2025-10-31,51115,25,대전광역시,대전BIS
DJB8007294,소담동,36.48251,127.29798,2025-10-31,51117,25,대전광역시,대전BIS
